action_times,actions,button_pressed,correct,env,path,pr_freq,prs,pseudo_rewards,questions,responses,returns,rewards,rt,score,stars,stimulus,time_elapsed,trial,trial_id,trial_index,trial_type,view_history,worker_id,assignment_id,pid
"[548, 1059, 1979, 2523, 3083, 3691]","['down', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_19.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_2']",3.0,"[25, 0]",static/json/pseudo_rewards_59.json,,,"{'2': 23, '6': 36, '1': -2}","[0, -4, 2, 6, 3, 5]","[542, 3, 390, 29, 44, 102]",12.0,25.0,,286236,78.0,,21.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[51, 620, 1188, 1724, 2308, 2877]","['down', 'down', 'down', 'up', 'up', 'up']",,,static/json/pachinko_36.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_0']",0.0,[],,,,"{'2': 12, '6': 27, '1': -11}","[-2, -2, -3, 4, -1, 7]","[51, 54, 55, 24, 75, 60]",3.0,0.0,,290853,147.0,,22.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[928, 1600, 2111, 2727, 3279, 3895]","['down', 'up', 'down', 'down', 'up', 'up']",,,static/json/pachinko_14.json,"['0_0', '1_1', '2_0', '3_1', '4_1', '5_1', '6_0']",2.0,"[18, -1, 0]",static/json/pseudo_rewards_43.json,,,"{'2': 10, '6': 21, '1': -2}","[0, 3, 6, 2, -5, 4]","[922, 162, 2, 90, 37, 108]",10.0,17.0,,296376,57.0,,23.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[494, 1030, 1614, 2174, 3230, 3814]","['down', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_10.json,"['0_1', '1_2', '2_2', '3_2', '4_2', '5_2', '6_2']",2.0,"[40, 17, 0]",static/json/pseudo_rewards_31.json,,,"{'2': 27, '6': 39, '1': -15}","[0, -1, 4, 15, 9, 8]","[487, 31, 59, 42, 543, 65]",35.0,57.0,,301996,41.0,,24.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[1988, 3204, 3764, 4300, 4867, 5387]","['down', 'down', 'up', 'up', 'up', 'down']",,,static/json/pachinko_3.json,"['0_0', '1_1', '2_1', '3_1', '4_0', '5_0', '6_0']",3.0,"[17, 0]",static/json/pseudo_rewards_11.json,,,"{'2': 11, '6': 23, '1': -5}","[0, 1, 2, 6, -5, 0]","[1982, 707, 50, 14, 53, 6]",4.0,17.0,,309149,14.0,,25.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[4907, 5858, 6482, 7002, 7554, 8290]","['down', 'up', 'up', 'up', 'up', 'down']",,,static/json/pachinko_13.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_1', '6_1']",1.0,"[12, 17, 18, 30, 15, 0]",static/json/pseudo_rewards_39.json,,,"{'2': 7, '6': 21, '1': -4}","[2, -5, -1, -12, 15, 0]","[4899, 442, 100, 3, 21, 224]",-1.0,92.0,,319404,52.0,,26.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[550, 1094, 1622, 2190, 3430, 4309]","['up', 'up', 'down', 'down', 'down', 'down']",,,static/json/pachinko_0.json,"['0_2', '1_2', '2_1', '3_2', '4_2', '5_3', '6_3']",0.0,[],,,,"{'2': 23, '6': 38, '1': -1}","[0, -1, 13, -7, -7, 8]","[549, 35, 14, 49, 722, 367]",6.0,0.0,,325780,3.0,,27.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[472, 1111, 1647, 2158, 2687, 3455]","['up', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_35.json,"['0_0', '1_0', '2_0', '3_1', '4_1', '5_1', '6_1']",3.0,"[13, 0]",static/json/pseudo_rewards_107.json,,,"{'2': 14, '6': 29, '1': -8}","[1, 1, 3, 1, 9, 3]","[465, 127, 30, 2, 3, 238]",18.0,13.0,,331331,142.0,,28.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[570, 1146, 1706, 2314, 5330, 5858]","['up', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_17.json,"['0_1', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",1.0,"[27, 27, 24, 22, 4, 0]",static/json/pseudo_rewards_51.json,,,"{'2': 9, '6': 28, '1': -8}","[0, 0, 3, 2, 18, 4]","[563, 65, 41, 100, 2498, 10]",27.0,104.0,,339043,68.0,,29.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[591, 2422, 2958, 3518, 4246, 5678]","['down', 'down', 'up', 'down', 'down', 'up']",,,static/json/pachinko_2.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_2', '6_1']",2.0,"[37, 16, 0]",static/json/pseudo_rewards_7.json,,,"{'2': 3, '6': 39, '1': -22}","[0, 2, 5, 0, 7, 9]","[584, 1319, 17, 49, 205, 926]",23.0,53.0,,347579,9.0,,30.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[1578, 3194, 3962, 4490, 5610, 6513]","['down', 'up', 'down', 'up', 'down', 'down']",,,static/json/pachinko_4.json,"['0_1', '1_2', '2_1', '3_2', '4_1', '5_2', '6_2']",0.0,[],,,,"{'2': 15, '6': 36, '1': -8}","[2, 7, -5, 2, -4, -3]","[1578, 1099, 250, 11, 599, 385]",-1.0,0.0,,356187,19.0,,31.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[925, 1540, 2100, 2684, 3212, 3738]","['up', 'down', 'up', 'down', 'up', 'up']",,,static/json/pachinko_37.json,"['0_2', '1_2', '2_2', '3_2', '4_2', '5_2', '6_1']",1.0,"[21, 2, -3, 1, 5, 0]",static/json/pseudo_rewards_111.json,,,"{'2': 10, '6': 21, '1': -14}","[0, 8, -2, -4, -4, -4]","[918, 104, 46, 64, 9, 2]",-6.0,26.0,,361579,148.0,,32.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[637, 1605, 2121, 2805, 3357, 4141]","['down', 'up', 'up', 'up', 'up', 'down']",,,static/json/pachinko_33.json,"['0_1', '1_2', '2_1', '3_1', '4_0', '5_0', '6_0']",1.0,"[29, 25, 14, 12, 0, 0]",static/json/pseudo_rewards_99.json,,,"{'2': 15, '6': 30, '1': -9}","[1, -1, 6, 2, -1, -6]","[630, 451, 2, 151, 37, 272]",1.0,80.0,,367939,132.0,,33.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[713, 1369, 2224, 3161, 3720, 4256]","['down', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_11.json,"['0_1', '1_2', '2_1', '3_1', '4_0', '5_1', '6_1']",3.0,"[9, 0]",static/json/pseudo_rewards_35.json,,,"{'2': 7, '6': 30, '1': -21}","[1, 3, 0, 2, -9, 5]","[706, 152, 341, 423, 54, 23]",2.0,9.0,,374203,46.0,,34.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[688, 1231, 1783, 2359, 2919, 3447]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_18.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",2.0,"[37, 22, 0]",static/json/pseudo_rewards_55.json,,,"{'2': 16, '6': 37, '1': -6}","[0, 0, 1, 14, 1, 21]","[680, 29, 41, 57, 45, 11]",37.0,59.0,,379827,73.0,,35.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[1444, 2037, 2949, 3541, 4861, 5932]","['up', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_38.json,"['0_2', '1_2', '2_2', '3_2', '4_2', '5_2', '6_2']",2.0,"[27, -21, 0]",static/json/pseudo_rewards_115.json,,,"{'2': 16, '6': 31, '1': -15}","[1, 1, 5, 6, -13, -15]","[1436, 78, 401, 82, 796, 557]",-15.0,6.0,,387779,153.0,,36.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[527, 1054, 2151, 2950, 3528, 4063]","['down', 'down', 'down', 'up', 'up', 'up']",,,static/json/pachinko_32.json,"['0_1', '1_2', '2_2', '3_3', '4_2', '5_2', '6_1']",0.0,[],,,,"{'2': 1, '6': 34, '1': -12}","[0, 1, -1, 2, 7, 6]","[525, 21, 585, 284, 61, 29]",15.0,0.0,,393876,131.0,,37.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[854, 1926, 2854, 3438, 4022, 4598]","['up', 'up', 'down', 'up', 'down', 'up']",,,static/json/pachinko_29.json,"['0_3', '1_3', '2_2', '3_3', '4_2', '5_3', '6_2']",1.0,"[29, 25, 32, 9, 25, 0]",static/json/pseudo_rewards_87.json,,,"{'2': 7, '6': 27, '1': -37}","[-2, -3, -7, 10, -16, 25]","[848, 550, 413, 63, 62, 57]",7.0,120.0,,400628,116.0,,38.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[532, 1052, 1987, 2499, 3387, 4075]","['down', 'down', 'down', 'up', 'down', 'down']",,,static/json/pachinko_24.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_2', '6_2']",0.0,[],,,,"{'2': 16, '6': 29, '1': -3}","[2, -4, -10, 4, 12, 1]","[532, 3, 405, 1, 355, 177]",5.0,0.0,,406492,99.0,,39.0,graph,,A3I1W58P6SIV26,3WQ3B2KGE8GBLUH355JG73HC7KV1B6,47
"[20460, 22385, 27411, 29365, 33579, 34403]","['down', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_15.json,"['0_2', '1_3', '2_3', '3_3', '4_3', '5_3', '6_3']",2.0,"[32, 26, 0]",static/json/pseudo_rewards_46.json,,,"{'2': 8, '6': 35, '1': -4}","[-1, 4, 6, 0, 19, 7]","[20437, 1416, 4511, 1461, 3709, 331]",35.0,58.0,,152221,61.0,,0.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1623, 15400, 16816, 17456, 18122, 18784]","['up', 'up', 'down', 'down', 'up', 'up']",,,static/json/pachinko_29.json,"['0_3', '1_3', '2_2', '3_3', '4_3', '5_3', '6_2']",0.0,[],,,,"{'2': 7, '6': 27, '1': -37}","[-2, -3, -7, -5, 12, 25]","[1623, 13273, 919, 142, 175, 170]",20.0,0.0,,174125,119.0,,1.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[9609, 10400, 12878, 13535, 16254, 16984]","['down', 'up', 'up', 'down', 'down', 'up']",,,static/json/pachinko_21.json,"['0_0', '1_1', '2_0', '3_0', '4_0', '5_1', '6_0']",0.0,[],,,,"{'2': 14, '6': 36, '1': -16}","[1, -2, -4, 0, 6, 35]","[9607, 297, 1975, 164, 2216, 229]",36.0,0.0,,193974,87.0,,2.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[8855, 15686, 16821, 18212, 24031, 24704]","['up', 'down', 'up', 'up', 'down', 'down']",,,static/json/pachinko_7.json,"['0_3', '1_3', '2_3', '3_3', '4_2', '5_3', '6_3']",2.0,"[31, 24, 0]",static/json/pseudo_rewards_22.json,,,"{'2': 18, '6': 31, '1': -7}","[0, 0, 3, 4, 3, 21]","[8837, 6315, 626, 896, 5303, 170]",31.0,55.0,,221671,29.0,,3.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[4955, 5452, 6305, 8375, 8950, 9993]","['up', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_1.json,"['0_3', '1_3', '2_2', '3_2', '4_1', '5_2', '6_2']",0.0,[],,,,"{'2': 10, '6': 24, '1': -12}","[4, -1, 4, -2, 9, 10]","[4955, 6, 342, 1579, 70, 547]",24.0,0.0,,235683,7.0,,4.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[5367, 6020, 6633, 8862, 9410, 10003]","['down', 'down', 'up', 'down', 'down', 'up']",,,static/json/pachinko_25.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_2', '6_1']",0.0,[],,,,"{'2': 10, '6': 26, '1': -1}","[0, 6, 5, -2, -6, 23]","[5366, 150, 112, 1725, 55, 99]",26.0,0.0,,248448,103.0,,5.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2871, 7195, 8806, 10768, 12437, 13959]","['up', 'up', 'up', 'up', 'down', 'up']",,,static/json/pachinko_38.json,"['0_2', '1_2', '2_1', '3_1', '4_0', '5_1', '6_0']",1.0,"[30, 33, 40, 25, 18, 0]",static/json/pseudo_rewards_114.json,,,"{'2': 16, '6': 31, '1': -15}","[1, -3, -7, 15, 7, 0]","[2855, 3814, 1105, 1452, 1154, 1010]",13.0,146.0,,265206,152.0,,6.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2798, 3568, 7626, 8237, 9225, 9801]","['down', 'down', 'down', 'up', 'up', 'down']",,,static/json/pachinko_3.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_1']",2.0,"[22, 24, 0]",static/json/pseudo_rewards_10.json,,,"{'2': 11, '6': 23, '1': -5}","[0, 1, -4, 2, 7, 17]","[2785, 278, 3558, 113, 475, 77]",23.0,46.0,,277520,13.0,,7.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[9515, 12749, 15243, 21045, 22179, 22948]","['up', 'down', 'up', 'down', 'up', 'down']",,,static/json/pachinko_34.json,"['0_1', '1_1', '2_1', '3_1', '4_1', '5_1', '6_1']",1.0,"[36, 28, 21, 20, 0, 0]",static/json/pseudo_rewards_102.json,,,"{'2': 11, '6': 34, '1': -5}","[-2, 8, -3, 1, 20, 0]","[9501, 2719, 1980, 5298, 626, 266]",24.0,105.0,,302680,136.0,,8.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[7591, 8100, 8897, 13044, 13708, 14215]","['down', 'down', 'up', 'up', 'up', 'up']",,,static/json/pachinko_32.json,"['0_1', '1_2', '2_2', '3_2', '4_1', '5_1', '6_0']",3.0,"[28, 0]",static/json/pseudo_rewards_98.json,,,"{'2': 1, '6': 34, '1': -12}","[0, 1, 5, -3, 23, 8]","[7572, 5, 285, 3634, 162, 18]",34.0,28.0,,319163,130.0,,9.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1425, 3316, 3857, 6619, 7755, 8285]","['down', 'up', 'up', 'up', 'down', 'down']",,,static/json/pachinko_8.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_2', '6_2']",3.0,"[20, 0]",static/json/pseudo_rewards_26.json,,,"{'2': 8, '6': 26, '1': -20}","[0, 2, 0, -9, 20, 9]","[1400, 1393, 50, 2251, 580, 27]",22.0,20.0,,329681,34.0,,10.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[5004, 5526, 10353, 11313, 12524, 13089]","['down', 'down', 'up', 'down', 'up', 'up']",,,static/json/pachinko_23.json,"['0_0', '1_1', '2_1', '3_1', '4_1', '5_1', '6_0']",2.0,"[40, 28, 0]",static/json/pseudo_rewards_70.json,,,"{'2': 25, '6': 36, '1': -9}","[-3, -1, 6, 6, 6, 22]","[4994, 23, 4321, 458, 710, 67]",36.0,68.0,,344812,93.0,,11.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2446, 4296, 5459, 6824, 7422, 11551]","['down', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_2.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_2']",1.0,"[39, 37, 28, 33, 9, 0]",static/json/pseudo_rewards_6.json,,,"{'2': 3, '6': 39, '1': -22}","[0, 2, 9, -5, 22, 7]","[2426, 1343, 658, 844, 86, 3632]",35.0,146.0,,358623,8.0,,12.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2674, 3290, 3915, 4559, 5340, 6054]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_18.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[37, 37, 36, 22, 21, 0]",static/json/pseudo_rewards_54.json,,,"{'2': 16, '6': 37, '1': -6}","[0, 0, 1, 14, 1, 21]","[2662, 109, 115, 143, 274, 202]",37.0,153.0,,367292,72.0,,13.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1445, 4998, 5916, 6695, 7832, 8442]","['down', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_22.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",1.0,"[30, 31, 34, 25, 20, 0]",static/json/pseudo_rewards_66.json,,,"{'2': 10, '6': 30, '1': -10}","[0, -1, -3, 9, 5, 20]","[1432, 3040, 407, 268, 618, 100]",30.0,140.0,,378191,88.0,,14.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2111, 2609, 5260, 7246, 8032, 8561]","['down', 'up', 'up', 'up', 'up', 'down']",,,static/json/pachinko_0.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_1', '6_1']",3.0,"[26, 0]",static/json/pseudo_rewards_2.json,,,"{'2': 23, '6': 38, '1': -1}","[1, 3, 1, -8, -1, 35]","[2098, 2, 2135, 1478, 291, 37]",31.0,26.0,,388706,2.0,,15.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1792, 3638, 5641, 7309, 8486, 9392]","['down', 'down', 'up', 'up', 'down', 'down']",,,static/json/pachinko_10.json,"['0_1', '1_2', '2_2', '3_2', '4_1', '5_2', '6_2']",1.0,"[39, 40, 36, 36, 8, 0]",static/json/pseudo_rewards_30.json,,,"{'2': 27, '6': 39, '1': -15}","[0, -1, 4, 0, 28, 8]","[1774, 1342, 1491, 1159, 667, 395]",39.0,159.0,,399906,40.0,,16.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[3145, 3642, 5181, 7791, 10043, 11074]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_20.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_1']",3.0,"[32, 0]",static/json/pseudo_rewards_62.json,,,"{'2': 13, '6': 36, '1': -4}","[0, -1, 5, 14, -3, 13]","[3132, 2, 1024, 2106, 1751, 480]",28.0,32.0,,413200,82.0,,17.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1495, 2150, 4422, 6424, 7021, 7999]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_6.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",1.0,"[34, 33, 32, 41, 21, 0]",static/json/pseudo_rewards_18.json,,,"{'2': 12, '6': 35, '1': -1}","[1, 1, 1, -9, 20, 21]","[1475, 144, 1768, 1502, 77, 472]",35.0,161.0,,422983,24.0,,18.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[5962, 6825, 7721, 8259, 8818, 9826]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_9.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",0.0,[],,,,"{'2': 3, '6': 27, '1': -15}","[-1, 0, 0, 10, 17, 1]","[5961, 361, 406, 44, 53, 511]",27.0,0.0,,434705,39.0,,19.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[17, 4924, 5581, 6678, 7212, 7838]","['up', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_4.json,"['0_1', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",3.0,"[11, 0]",static/json/pseudo_rewards_14.json,,,"{'2': 15, '6': 36, '1': -8}","[0, -6, -5, 9, -16, 18]","[4, 4257, 164, 580, 43, 120]",0.0,11.0,,444725,18.0,,20.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2680, 3214, 4317, 5408, 6160, 6705]","['up', 'down', 'down', 'up', 'down', 'down']",,,static/json/pachinko_19.json,"['0_0', '1_0', '2_0', '3_1', '4_0', '5_1', '6_1']",2.0,"[38, 18, 0]",static/json/pseudo_rewards_58.json,,,"{'2': 23, '6': 36, '1': -2}","[-5, 3, 3, 4, -10, 28]","[2664, 30, 589, 591, 251, 53]",23.0,56.0,,453256,77.0,,21.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[5668, 6187, 7006, 7983, 8608, 9510]","['down', 'up', 'down', 'down', 'down', 'up']",,,static/json/pachinko_17.json,"['0_1', '1_2', '2_1', '3_2', '4_2', '5_3', '6_2']",0.0,[],,,,"{'2': 9, '6': 28, '1': -8}","[-1, 2, 3, 2, 18, 4]","[5668, 23, 327, 487, 113, 413]",28.0,0.0,,464793,71.0,,22.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2985, 4564, 5116, 8450, 9426, 9975]","['up', 'down', 'up', 'up', 'down', 'down']",,,static/json/pachinko_33.json,"['0_1', '1_1', '2_1', '3_1', '4_0', '5_1', '6_1']",0.0,[],,,,"{'2': 15, '6': 30, '1': -9}","[2, 0, 6, 2, -8, 20]","[2984, 1090, 57, 2841, 483, 48]",22.0,0.0,,476793,135.0,,23.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[3509, 4165, 4770, 6544, 7191, 7845]","['down', 'down', 'down', 'down', 'down', 'down']",,,static/json/pachinko_24.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_3']",3.0,"[41, 0]",static/json/pseudo_rewards_74.json,,,"{'2': 16, '6': 29, '1': -3}","[2, -4, -10, 2, 13, 26]","[3495, 154, 109, 1273, 148, 149]",29.0,41.0,,486650,98.0,,24.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[4776, 5307, 6055, 7663, 9527, 10367]","['up', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_30.json,"['0_0', '1_0', '2_0', '3_1', '4_1', '5_1', '6_0']",1.0,"[23, 23, 16, 19, 9, 0]",static/json/pseudo_rewards_90.json,,,"{'2': 1, '6': 22, '1': -17}","[-1, 0, 7, -3, 10, 9]","[4762, 18, 246, 1107, 1355, 327]",22.0,90.0,,498887,120.0,,25.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2980, 4202, 4749, 7357, 8841, 9375]","['down', 'up', 'down', 'down', 'down', 'up']",,,static/json/pachinko_28.json,"['0_1', '1_2', '2_1', '3_2', '4_2', '5_3', '6_2']",3.0,"[25, 0]",static/json/pseudo_rewards_86.json,,,"{'2': 9, '6': 33, '1': -3}","[0, 8, 0, 2, 1, 22]","[2967, 730, 44, 2093, 986, 36]",33.0,25.0,,510139,114.0,,26.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1085, 6297, 7077, 8086, 8707, 9266]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_26.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",1.0,"[28, 28, 28, 31, 7, 0]",static/json/pseudo_rewards_78.json,,,"{'2': 4, '6': 28, '1': -8}","[0, 0, 0, -3, 24, 7]","[1048, 4705, 267, 507, 110, 54]",28.0,122.0,,521246,104.0,,27.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1578, 5191, 5887, 6485, 7096, 7673]","['down', 'down', 'down', 'down', 'down', 'up']",,,static/json/pachinko_14.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_3', '6_2']",1.0,"[21, 24, 18, 16, 18, 0]",static/json/pseudo_rewards_42.json,,,"{'2': 10, '6': 21, '1': -2}","[0, -4, 6, 2, -2, 18]","[1562, 3106, 187, 88, 95, 76]",20.0,97.0,,530756,56.0,,28.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2777, 3359, 5402, 6208, 9189, 9690]","['down', 'up', 'up', 'up', 'down', 'up']",,,static/json/pachinko_39.json,"['0_2', '1_3', '2_2', '3_2', '4_1', '5_2', '6_1']",2.0,"[35, 17, 0]",static/json/pseudo_rewards_118.json,,,"{'2': 17, '6': 36, '1': -5}","[-2, 3, 0, -1, -10, 27]","[2763, 79, 1544, 310, 2480, 7]",17.0,52.0,,542230,157.0,,29.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[3689, 4775, 5479, 7304, 7889, 8436]","['down', 'down', 'down', 'down', 'up', 'up']",,,static/json/pachinko_12.json,"['0_1', '1_2', '2_2', '3_3', '4_3', '5_3', '6_2']",3.0,"[37, 0]",static/json/pseudo_rewards_38.json,,,"{'2': 18, '6': 34, '1': -3}","[0, -2, -1, 4, 13, 20]","[3669, 588, 210, 1325, 86, 50]",34.0,37.0,,552707,50.0,,30.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[2204, 2789, 4212, 6063, 6815, 7360]","['down', 'down', 'down', 'up', 'up', 'down']",,,static/json/pachinko_36.json,"['0_0', '1_1', '2_1', '3_2', '4_1', '5_1', '6_1']",3.0,"[19, 0]",static/json/pseudo_rewards_110.json,,,"{'2': 12, '6': 27, '1': -11}","[-2, -2, -3, 4, -1, 16]","[2187, 80, 921, 1343, 244, 50]",12.0,19.0,,562013,146.0,,31.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
"[1045, 1609, 2758, 3654, 4146, 4783]","['down', 'down', 'down', 'down', 'up', 'down']",,,static/json/pachinko_16.json,"['0_0', '1_1', '2_1', '3_2', '4_2', '5_2', '6_2']",3.0,"[31, 0]",static/json/pseudo_rewards_50.json,,,"{'2': 23, '6': 37, '1': -1}","[-2, 2, 6, -2, 23, 10]","[1028, 66, 648, 384, 2, 123]",37.0,31.0,,569205,66.0,,32.0,graph,,A3I3JQX0P2F0K3,37WLF8U1WPQ7LJMUHO8Q12RJ2PIK65,48
